Category,Sheet,MedicationName,Question,CorrectAnswer,Option_1,Option_2,Option_3,Option_4,Option_5
Antibiotiques,Antibiotiques comprimé,Dispamox,"Le médicament ""Dispamox"", composé de ""Amoxicilline"", est indiqué pour?","Gorge, voies respiratoires, infections urinaires",Pour traiter l'endométriose et soulager les douleurs,"Virus (herpès, zona)","Gorge, voies respiratoires, infections urinaires",Pour traiter certaines maladies auto-immunes,"Douleurs et inflammations (entorses, douleurs dentaires)"
Antibiotiques,Antibiotiques comprimé,Neomox,"Le médicament ""Neomox"", composé de ""Amoxicilline"", est indiqué pour?","Gorge, voies respiratoires, infections urinaires",Hémorroïdes (soulagement rapide de la douleur),"Gorge, voies respiratoires, infections urinaires",Calmer l’inflammation et les démangeaisons de la peau,Douleurs articulaires ou musculaires,Ibuprofène
Antibiotiques,Antibiotiques comprimé,Starmox,"Le médicament ""Starmox"", composé de ""Amoxicilline"", est indiqué pour?","Gorge, voies respiratoires, infections urinaires",Pour soulager le rhume,"Gorge, voies respiratoires, infections urinaires",Aide à la coagulation du sang et prévention des saignements.,"Douleur légère à modérée (ex. maux de tête, douleurs dentaires, règles) et fièvre.",Pour traiter les infections bactériennes
Antibiotiques,Antibiotiques comprimé,Augmentin,"Le médicament ""Augmentin"", composé de ""Amoxicilline | Acide clavulanique"", est indiqué pour?","Large spectre, sinus, poumons, peau",Appétit (Complément alimentaire),Pour traiter certains cancers et maladies auto-immunes,"Large spectre, sinus, poumons, peau","Douleur sévère (ex. cancer, fractures) sous surveillance médicale (risque de dépendance).",Pour réduire l'excès d'eau dans le corps
Antibiotiques,Antibiotiques comprimé,Levamox,"Le médicament ""Levamox"", composé de ""Amoxicilline | Acide clavulanique"", est indiqué pour?","Large spectre, sinus, poumons, peau","Large spectre, sinus, poumons, peau",Constipation occasionnelle (action locale rapide).,Mycoses de la peau,Crampes intestinales ou urinaires,Laxatif
Antibiotiques,Antibiotiques comprimé,Helicocin,"Le médicament ""Helicocin"", composé de ""Amoxicilline | Métronidazole"", est indiqué pour?","Dents, infections digestives",Soulagement des nausées et amélioration de la digestion.,Antifongique a large spectre d'action.,"Douleurs inflammatoires (arthrite, douleurs musculaires) (usage court).",Métabolisme et Énergie: Aide à dynamiser l'organisme,"Dents, infections digestives"
Antibiotiques,Antibiotiques comprimé,Azilide,"Le médicament ""Azilide"", composé de ""Azithromycine"", est indiqué pour?","Gorge, poumons, infections génitales",Piqûres d'orties et d'insectes | Coups de soleil localisés.,Pour réduire l'activité du système immunitaire dans certaines maladies,Pour traiter les infections bactériennes,"Confort digestif chez le nourrisson (ballonnements, renforcement immunitaire).","Gorge, poumons, infections génitales"
Antibiotiques,Antibiotiques comprimé,Azimycine,"Le médicament ""Azimycine"", composé de ""Azithromycine"", est indiqué pour?","Gorge, poumons, infections génitales",Infections parasitaires ou bactériennes (prescription obligatoire).,"Gorge, poumons, infections génitales",Pour réguler le cycle menstruel,Inflammations articulaires ou musculaires,Gorge (Compliment Alimentaire)
Antibiotiques,Antibiotiques comprimé,Azithrix,"Le médicament ""Azithrix"", composé de ""Azithromycine"", est indiqué pour?","Gorge, poumons, infections génitales",Pour traiter la diarrhée,Renforcement osseux ou carence en calcium/vitamine D.,"Gorge, poumons, infections génitales","Résorption des bleus, bosses et contusions | Reduit la douleur",Pour dégager les voies respiratoires
Antibiotiques,Antibiotiques comprimé,Azithromycine,"Le médicament ""Azithromycine"", composé de ""Azithromycine"", est indiqué pour?","Gorge, poumons, infections génitales",Réduction de l'inflammation et soulagement des réactions allergiques.,Mycoses de la peau (Affections cutanées dues a des champignons.),"Gorge, poumons, infections génitales","Poumons, gorge, estomac (H. pylori)",Pour renforcer les os et traiter l'ostéoporose
Antibiotiques,Antibiotiques comprimé,Azix,"Le médicament ""Azix"", composé de ""Azithromycine"", est indiqué pour?","Gorge, poumons, infections génitales",Crème cicatrisante,"Pour améliorer la circulation dans les jambes (varices, jambes lourdes)",Pour dégager les voies respiratoires,Anti-hemorroidaire,"Gorge, poumons, infections génitales"
Antibiotiques,Antibiotiques comprimé,Mazax,"Le médicament ""Mazax"", composé de ""Azithromycine"", est indiqué pour?","Gorge, poumons, infections génitales","Gorge, poumons, infections génitales",Crampes intestinales ou urinaires,Pour traiter les infections fongiques vaginales,Pour soulager les spasmes de la vessie,Pour soulager la douleur et l'inflammation des articulations
Antibiotiques,Antibiotiques comprimé,Macromax,"Le médicament ""Macromax"", composé de ""Azithromycine"", est indiqué pour?","Gorge, poumons, infections génitales",Constipation,Pour améliorer la circulation veineuse,Pour réduire la diarrhée,Pour traiter certaines maladies auto-immunes,"Gorge, poumons, infections génitales"
Antibiotiques,Antibiotiques comprimé,Unizitro,"Le médicament ""Unizitro"", composé de ""Azithromycine"", est indiqué pour?","Gorge, poumons, infections génitales","Gorge, poumons, infections génitales",Affections de la peau où il y a inflammation et des couches de peau épaissies ou squameuses.,Gorge (Compliment Alimentaire),Pour faciliter le transit intestinal,"Infections respiratoires, ORL, pulmonaires et dentaires."
Antibiotiques,Antibiotiques comprimé,Zithromax,"Le médicament ""Zithromax"", composé de ""Azithromycine"", est indiqué pour?","Gorge, poumons, infections génitales","Erythèmes secondaires a des traitements radiothérapiques, brulures 1er et 2eme degré et toute autre plaie cutanée non inféctée.","Gorge, poumons, infections génitales",Pour soulager les spasmes digestifs,"Poussées d'arthrose des petites articulations, des tendinites, des traumatismes de type entorse bénigne (foulure), contusion, des lombalgies, des réactions inflammatoires des veines consécutives à une sclérose de varices.","Pour soulager les symptômes du rhume (nez bouché, écoulement)"
Antibiotiques,Antibiotiques comprimé,Alfatil,"Le médicament ""Alfatil"", composé de ""Céfaclor"", est indiqué pour?","Gorge, poumons, infections urinaires","Gorge, poumons, infections génitales",Pour contrôler la production d'urine (diabète insipide ou énurésie),Pour traiter l'insuffisance cardiaque,"Gorge, poumons, infections urinaires",Soulagement de l'inflammation et prise en charge de certaines maladies auto-immunes.
Antibiotiques,Antibiotiques comprimé,Cloracef,"Le médicament ""Cloracef"", composé de ""Céfaclor"", est indiqué pour?","Gorge, poumons, infections urinaires","Articulations, muscles & tendons.",Hémorroïdes,"Acné, poumons, infections génitales","Erythèmes secondaires a des traitements radiothérapiques, brulures 1er et 2eme degré et toute autre plaie cutanée non inféctée.","Gorge, poumons, infections urinaires"
Antibiotiques,Antibiotiques comprimé,Orex,"Le médicament ""Orex"", composé de ""Céfaléxine"", est indiqué pour?","Gorge, poumons, infections urinaires",Aide digestif naturel,Pour aider à déclencher l'ovulation,"Symptômes grippaux (fièvre, congestion, douleurs).","Gorge, poumons, infections urinaires",Forte congestion | Nez - Sinus
Antibiotiques,Antibiotiques comprimé,Oroken,"Le médicament ""Oroken"", composé de ""Cefixime"", est indiqué pour?","Gorge, poumons, infections urinaires",Pour soulager les brûlures d'estomac,"Gorge, poumons, infections urinaires",Infections fongiques de la peau causées par différents types de champignons.,"Infections respiratoires, ORL, pulmonaires et dentaires.",Reparatrice (Cicatrices)
Antibiotiques,Antibiotiques comprimé,Cefico,"Le médicament ""Cefico"", composé de ""Cefixime"", est indiqué pour?","Gorge, poumons, infections urinaires",Renforcement osseux ou carence en vitamine D/calcium (ex. ostéoporose).,"Gorge, poumons, infections urinaires",Soin naturel des muscles et des articulations,Réhydratation (diarrhée/vomissements sévères).,Infections de la peau provoquées par une bactérie appartenant à la famille des staphylocoques ou des streptocoques.
Antibiotiques,Antibiotiques comprimé,Ofiken,"Le médicament ""Ofiken"", composé de ""Cefixime"", est indiqué pour?","Gorge, poumons, infections urinaires",Soin naturel des muscles et des articulations,Prévention des caillots sanguins.,Articulations.,"Douleurs légères à modérées (maux de tête, courbatures) et fièvre (la caféine peut aider contre la fatigue).","Gorge, poumons, infections urinaires"
Antibiotiques,Antibiotiques comprimé,Orelox,"Le médicament ""Orelox"", composé de ""Cefpodoxime"", est indiqué pour?","Gorge, poumons, infections urinaires","Gorge, poumons, infections urinaires","Inflammation causée par des champignons, de l'eczéma et de la dermatite.",Pour traiter une acné sévère,"Soulagement de la douleur modérée à sévère, sans utiliser d'opioïdes.",Douleurs articulaires ou musculaires inflammatoires
Antibiotiques,Antibiotiques comprimé,Cefutil,"Le médicament ""Cefutil"", composé de ""Céfuroxime"", est indiqué pour?","Gorge, poumons, infections urinaires","Gorge, poumons, infections urinaires","Antifongique: Candidoses, Dermatophyties, Intertrigos.",Stimule le transit et les sécrétions intestinales | Améliore la fonction digestive.,Soutien articulaire (douleurs articulaires légères).,Gorge (angine)
Antibiotiques,Antibiotiques comprimé,Ceroxim,"Le médicament ""Ceroxim"", composé de ""Céfuroxime | Axétil"", est indiqué pour?","Gorge, poumons, infections urinaires",Pour aider à la digestion,"Peau, infections staphylococciques",Pour améliorer l'apport en énergie au cœur et réduire les symptômes d'angine,Pour réguler le cycle menstruel,"Gorge, poumons, infections urinaires"
Antibiotiques,Antibiotiques comprimé,Alfaproxine,"Le médicament ""Alfaproxine"", composé de ""Ciprofloxacine"", est indiqué pour?","Urinaire, intestins, os",Toux,"Urinaire, intestins, os",Gorge (anti-inflammatoire),Soins préventifs des mamelons pendant la grossesse et l'allaitement,"Plaie, plaie chirurgicale, brulures, trouble trophique d'origine vasculaire."
Antibiotiques,Antibiotiques comprimé,Aflox,"Le médicament ""Aflox"", composé de ""Ciprofloxacine"", est indiqué pour?","Urinaire, intestins, os","Urinaire, intestins, os",Pour aider à réduire l'inflammation,Pour soulager les irritations de la bouche,"Inflammation causée par des champignons, de l'eczéma et de la dermatite.",Antiémétiques (vomissement)
Antibiotiques,Antibiotiques comprimé,Ares,"Le médicament ""Ares"", composé de ""Ciprofloxacine"", est indiqué pour?","Urinaire, intestins, os","Urinaire, intestins, os","Dermocorticoïde d’activité forte (Eczéma, psoriasis, démangeaisons, piqûres d’insectes, lupus…)","Poumons, infections urinaires",Paracetamol (Rhume),Pour soulager les spasmes
Antibiotiques,Antibiotiques comprimé,Bactall,"Le médicament ""Bactall"", composé de ""Ciprofloxacine"", est indiqué pour?","Urinaire, intestins, os",Pour traiter ou prévenir l'anémie,"Symptômes du rhume (ex. congestion nasale, toux, fièvre, courbatures).",Paracetamol (Rhume),"Urinaire, intestins, os",Rougeurs ou irritations de la peau sensible chez les bébés.
Antibiotiques,Antibiotiques comprimé,Catex,"Le médicament ""Catex"", composé de ""Ciprofloxacine"", est indiqué pour?","Urinaire, intestins, os",Pour traiter les infections fongiques du vagin,"Dents, infections digestives","Urinaire, intestins, os",Pour soulager l'irritation nasale,Gorge
Antibiotiques,Antibiotiques comprimé,Cinabac,"Le médicament ""Cinabac"", composé de ""Ciprofloxacine"", est indiqué pour?","Urinaire, intestins, os",Douleurs articulaires (arthrose).,Troubles de la circulation veineuse et dans la crise hémorroïdaire,"Soutien hormonal (fertilité, syndrome des ovaires polykystiques).",Pour traiter les infections fongiques vaginales,"Urinaire, intestins, os"
Antibiotiques,Antibiotiques comprimé,Cifloxine,"Le médicament ""Cifloxine"", composé de ""Ciprofloxacine"", est indiqué pour?","Urinaire, intestins, os","Urinaire, intestins, os",Ibuprofène,Pour ralentir le rythme cardiaque,Pour traiter certaines maladies du sang,"Antifongique (Dermatomycoses dues à des dermatophytes du genre Trichophyton | des levures, principalement du genre Candida)"
Antibiotiques,Antibiotiques comprimé,Ciproxine,"Le médicament ""Ciproxine"", composé de ""Ciprofloxacine"", est indiqué pour?","Urinaire, intestins, os","Dermocorticoïde d’activité forte (Eczéma, psoriasis, démangeaisons, piqûres d’insectes, lupus…)","Confort digestif chez le nourrisson (ballonnements, renforcement immunitaire).",Pour faciliter le transit intestinal,"Urinaire, intestins, os",Pour ralentir le rythme cardiaque
